                                                     car;area;uf;mun;modulo_fiscal;tipo_imovel;situacao;condicao                                                     
 PA-1500107-BD00B6FD82474527BB97D14BEB1A8E63;4.4398;PA;Abaetetuba;0.0634;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-CF1FBA3C2CD2482BB8A2E2C97CCFF294;2.0055;PA;Abaetetuba;0.0286;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-7C82D98023F848959108283CD1EC131A;0.2190;PA;Abaetetuba;0.0031;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-19459F4197EA426B97921E7BE4DF30BE;15.3018;PA;Abaetetuba;0.2186;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-8146A8D948924044A8FD24A2F9E8F93A;25.7054;PA;Abaetetuba;0.3672;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-915A12E057BB42F5B7F41D97FF860B0C;8.0488;PA;Abaetetuba;0.1150;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-ECA910E652C745CCAE864C256E5D44A0;41.6921;PA;Abaetetuba;0.5956;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-D2E5232545774A6FBBD4E42994107B58;55.4314;PA;Abaetetuba;0.7919;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-4BA47D705E5340548F48323DE8768F3A;17.5639;PA;Abaetetuba;0.2509;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-E24C4356A6BC4F7AAC5A67D239F9264A;12.2091;PA;Abaetetuba;0.1744;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-2AC700DB9D174907B54EEDF99BB44052;0.6172;PA;Abaetetuba;0.0088;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-F1938B4F121A4FA4BD108E89A270C2F1;3.4486;PA;Abaetetuba;0.0493;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-538EA97DED9C45B190CF35FAD259636F;1.5872;PA;Abaetetuba;0.0227;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-EC8725FF52394B12B8F19CB2662F1951;1.0353;PA;Abaetetuba;0.0148;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-06DA55ADF67447CEA105E21B9DF367DF;5.4318;PA;Abaetetuba;0.0776;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-72A3B858A46E430397074AE94B3069A5;8.4257;PA;Abaetetuba;0.1204;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-B133C979037745878B40192B1F9B7D97;2.3006;PA;Abaetetuba;0.0329;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-0F7119F70A6F46298F920006411476DE;12.9148;PA;Abaetetuba;0.1845;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-42C2FB52D1E84A1EA5A6C557ECD6AFBD;5.7917;PA;Abaetetuba;0.0827;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-C191EE3F9BA249459BD0F8ED9B6B7700;714.9719;PA;Abaetetuba;10.2139;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-43484D539D594068A3ABDBFA5CD4B93F;16.9141;PA;Abaetetuba;0.2416;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-D8025F57592B4C2D8209B9AA0424AF04;1.7581;PA;Abaetetuba;0.0251;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-A1A90D0C3C654395944658EDF65C1DF9;12.8932;PA;Abaetetuba;0.1842;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-F9F0DB7CB1B1486586AB6CC67B24FB6C;2.3001;PA;Abaetetuba;0.0329;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-7858AD4782F44E7DB6D3BFE4BECD7A58;1.5299;PA;Abaetetuba;0.0219;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-C5123D54088A42079BE9C4098EFA3B44;18.8043;PA;Abaetetuba;0.2686;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-4D3CFF408B44410F917918A29DDACBA1;103.6760;PA;Abaetetuba;1.4811;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-E89C3D1078CC4557A1B99C045FBEEDA5;98.1781;PA;Abaetetuba;1.4025;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-EFF4C2E0829E4F8FA7B9158CA7892CEB;19.4773;PA;Abaetetuba;0.2782;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-9B43CBAADD334346BAFE7F31D898C08D;25.5130;PA;Abaetetuba;0.3645;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-13DE8F7E14BE421CAD84A6189E075E73;11.9516;PA;Abaetetuba;0.1707;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-3C9123C2D7864BDBBF149212FDA426D1;1.1855;PA;Abaetetuba;0.0169;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-2B8B3D2136B845D6BDABF0B2F2FA0646;90.2930;PA;Abaetetuba;1.2899;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-9160F03239864609B5530EE1EB05930B;228.5803;PA;Abaetetuba;3.2654;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-BA9805B3B3884D0297A56DEC972719F0;95.8108;PA;Abaetetuba;1.3687;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-DB9EF4AC78504115948203D9F7BDC353;87.3833;PA;Abaetetuba;1.2483;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-69EE422840C14C779C4CBD37827E0BAE;1.3176;PA;Abaetetuba;0.0188;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-482D56AC3DA94427970D4D935C707E35;87.6694;PA;Abaetetuba;1.2524;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-5733EE1742C540E984A9BE8833156187;14.1536;PA;Abaetetuba;0.2022;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-FE3AA33D8F914F0CBA6904BF9F8EF0CB;9.4465;PA;Abaetetuba;0.1349;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-4A1AC8E4813F4089882FC411D787E2E9;50.1294;PA;Abaetetuba;0.7161;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO
 PA-1500107-BC244E6609014222881DC8F3BEE9C9D6;70.6178;PA;Abaetetuba;1.0088;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-461C57B51AA34AACB3E4EEFE620B47A2;84.7917;PA;Abaetetuba;1.2113;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-D8D39B67B43E4C77872CCF40037DAD04;23.2009;PA;Abaetetuba;0.3314;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-8695D4ACFBFD4B18AB83581C18B9CEC1;11.8215;PA;Abaetetuba;0.1689;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-77D05287D1D141B08A77AA3B7B4F580A;113.1193;PA;Abaetetuba;1.6160;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-B0C2AB8485864D6C95E07222CE2EA063;28.6844;PA;Abaetetuba;0.4098;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-D23CEB4C588448D3A49E82E5DF42A3E5;2.3001;PA;Abaetetuba;0.0329;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-FE053175781C4E02BD270B25023A160B;2.3009;PA;Abaetetuba;0.0329;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-20FFB11D2C4C472C99FC61E19957F9F3;73.3532;PA;Abaetetuba;1.0479;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-F37992FE524447FCB005BBA46B5DFE34;0.3047;PA;Abaetetuba;0.0044;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-B794EE8A276D4EA6B65E6D1F03A152C8;13.4904;PA;Abaetetuba;0.1927;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-789CC76399E74CD2A0134AC0102D0141;157.7408;PA;Abaetetuba;2.2534;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-5798AA32BA4B4A13A4984C4E95977AA5;15.8876;PA;Abaetetuba;0.2270;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_APRESENTACAO_DOCUMENTOS
 PA-1500107-433380314FE04567A48A0151F7BA7875;5.2439;PA;Abaetetuba;0.0749;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-751003CB2016499F8B866FBA6B0AF375;10.5550;PA;Abaetetuba;0.1508;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-D1DBD5985F564F8C9ECEBBB704960C1B;222.5105;PA;Abaetetuba;3.1787;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-D6BA3A5A92964A86A97DA2413D5A2F4E;30.0821;PA;Abaetetuba;0.4297;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-7B87700632D544D08BC7FDE7604C5F3A;24.5128;PA;Abaetetuba;0.3502;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-F58B9165A63C44E9B01FE4654D7A486E;136.8900;PA;Abaetetuba;1.9556;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-243A904F82E645FF8E3901C73BC653C5;21.8650;PA;Abaetetuba;0.3124;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-70691F7EA9884A199E66F962FCDBB08C;14.8640;PA;Abaetetuba;0.2123;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-92320FD099484CB9AC75778D0D49FCBE;1.3357;PA;Abaetetuba;0.0191;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-E9945B59C28C4B8E9A64E62972C2E94A;24.9603;PA;Abaetetuba;0.3566;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-BDC9A86F1A9645DF9EB45E792A868AB7;325.1764;PA;Abaetetuba;4.6454;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-CD6864841260410288C49633238B581B;1.2549;PA;Abaetetuba;0.0179;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-DCF4CDC2284748FFBE3A5E15AE3604EC;966.4168;PA;Abaetetuba;13.8060;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO
(1031 rows)

